,Virus,MHC,Protein,# of high binding,# of low binding,sum_score high,sum_score low,high normed on protein,low normed on protein
0,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-A02:07,P14336|POLG_TBEVW,61,252,13.592000000000002,241.54899999999998,0.3600720567977112,0.49507688019315343
1,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-A02:03,P14336|POLG_TBEVW,71,286,17.906000000000002,277.745,0.4743562572851543,0.5692639095556075
2,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-A66:01,P14336|POLG_TBEVW,69,269,17.389000000000003,276.883,0.4606601674260889,0.567497161315182
3,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-A31:08,P14336|POLG_TBEVW,52,268,12.023,251.736,0.31850694076507363,0.5159560731458366
4,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-A02:36,P14336|POLG_TBEVW,66,267,17.125,258.597,0.45366641941294905,0.5300183233518205
5,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-A68:03,P14336|POLG_TBEVW,86,338,20.213,334.63800000000003,0.535472077990887,0.6858713430156056
6,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-A26:01,P14336|POLG_TBEVW,64,236,15.972999999999999,236.33100000000002,0.42314824626470277,0.4843821095219942
7,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-A33:01,P14336|POLG_TBEVW,89,353,23.111000000000004,361.871,0.612244357316944,0.7416878799431033
8,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-A29:01,P14336|POLG_TBEVW,38,187,8.269999999999998,165.58800000000002,0.21908445480555258,0.33938782788346844
9,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-A24:07,P14336|POLG_TBEVW,31,198,7.292,169.664,0.1931757973932394,0.34774196457485307
10,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-A02:13,P14336|POLG_TBEVW,70,269,17.398,274.43399999999997,0.4608985906538095,0.562477710687802
11,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-B15:02,P14336|POLG_TBEVW,39,238,10.832,213.447,0.28695560029670447,0.4374792478817467
12,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-B46:01,P14336|POLG_TBEVW,65,262,12.802,259.764,0.3391437956977853,0.5324101971297515
13,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-B38:02,P14336|POLG_TBEVW,74,323,19.901,318.70399999999995,0.5272067394299036,0.6532131452627781
14,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-B54:01,P14336|POLG_TBEVW,42,216,10.414000000000001,202.98900000000003,0.27588216594256654,0.4160446155170506
15,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-B13:02,P14336|POLG_TBEVW,66,276,15.773000000000003,283.918,0.41784995231535454,0.5819160405163332
16,Tick-borne_encephalitis_virus_strain_Neudoerfl,HLA-B14:05,P14336|POLG_TBEVW,83,319,20.713,314.371,0.5487178128642578,0.6443322634463478
