,Virus,MHC,Protein,# of high binding,# of low binding,sum_score high,sum_score low,high normed on protein,low normed on protein
0,West_nile_virus,HLA-A02:07,P06935|POLG_WNV,64,265,14.335,262.966,0.4190172751454211,0.5928332300061996
1,West_nile_virus,HLA-A02:03,P06935|POLG_WNV,62,291,14.344000000000001,283.225,0.4192803484259449,0.6385053260440737
2,West_nile_virus,HLA-A66:01,P06935|POLG_WNV,51,304,12.357,284.645,0.36119961415918855,0.6417065885137799
3,West_nile_virus,HLA-A31:08,P06935|POLG_WNV,68,300,16.432,299.66700000000003,0.48031334950746835,0.6755723383869695
4,West_nile_virus,HLA-A02:36,P06935|POLG_WNV,60,277,13.818000000000001,266.71799999999996,0.4039051766975535,0.6012917770388321
5,West_nile_virus,HLA-A68:03,P06935|POLG_WNV,74,332,16.3,320.189,0.4764549413931192,0.7218373443047962
6,West_nile_virus,HLA-A26:01,P06935|POLG_WNV,63,263,15.919,268.981,0.4653181725176113,0.6063935072986529
7,West_nile_virus,HLA-A33:01,P06935|POLG_WNV,71,323,17.456,304.56899999999996,0.5102452427581772,0.6866234571380261
8,West_nile_virus,HLA-A29:01,P06935|POLG_WNV,53,210,11.048,209.70499999999998,0.32293706702522584,0.47276108888012164
9,West_nile_virus,HLA-A24:07,P06935|POLG_WNV,54,247,11.994000000000003,237.414,0.3505889918447284,0.5352285408330045
10,West_nile_virus,HLA-A02:13,P06935|POLG_WNV,64,290,14.485,279.323,0.42340182982081787,0.6297086174829509
11,West_nile_virus,HLA-B15:02,P06935|POLG_WNV,57,247,14.975999999999999,252.49599999999998,0.4377539387916167,0.5692295553175899
12,West_nile_virus,HLA-B46:01,P06935|POLG_WNV,73,267,15.559000000000001,282.913,0.45479524129665905,0.6378019500648142
13,West_nile_virus,HLA-B38:02,P06935|POLG_WNV,61,261,13.555000000000003,259.46,0.3962175908333578,0.5849292678802908
14,West_nile_virus,HLA-B54:01,P06935|POLG_WNV,67,284,14.870999999999999,265.806,0.4346847505188389,0.5992357549456122
15,West_nile_virus,HLA-B13:02,P06935|POLG_WNV,45,261,11.404999999999998,247.91700000000003,0.33337230715267013,0.558906611057882
16,West_nile_virus,HLA-B14:05,P06935|POLG_WNV,72,275,15.857999999999997,272.15900000000005,0.46353512028294985,0.6135580228822635
17,West_nile_virus,HLA-B45:01,P06935|POLG_WNV,72,283,16.384999999999998,285.971,0.478939522375844,0.6446959364256326
18,West_nile_virus,HLA-B55:02,P06935|POLG_WNV,59,245,12.323,245.969,0.36020578176609863,0.5545150200078903
19,West_nile_virus,HLA-B07:05,P06935|POLG_WNV,76,276,18.439999999999994,287.413,0.5390079214287801,0.6479467959195175
20,West_nile_virus,HLA-B35:14,P06935|POLG_WNV,51,269,13.568000000000001,257.322,0.3965975855718921,0.5801093388942118
21,West_nile_virus,HLA-B39:05,P06935|POLG_WNV,68,253,14.466000000000001,256.44,0.4228464528952677,0.5781209491066899
22,West_nile_virus,HLA-C14:03,P06935|POLG_WNV,64,248,14.822,239.33800000000002,0.4332524626582093,0.5395660260384377
23,West_nile_virus,HLA-C05:09,P06935|POLG_WNV,47,232,11.507999999999997,219.036,0.3363830346964426,0.4937969903623964
24,West_nile_virus,HLA-C06:03,P06935|POLG_WNV,66,299,14.407,287.902,0.42112186138961155,0.6490492025023952
25,West_nile_virus,HLA-A01:01,P06935|POLG_WNV,38,224,8.876000000000001,212.04499999999996,0.25944871532548014,0.4780364087245673
26,West_nile_virus,HLA-A02:01,P06935|POLG_WNV,58,275,12.873000000000001,263.087,0.3762824822425536,0.5931060136391816
27,West_nile_virus,HLA-A02:02,P06935|POLG_WNV,66,272,14.745999999999999,259.04200000000003,0.4310309549560083,0.5839869244208984
28,West_nile_virus,HLA-A02:06,P06935|POLG_WNV,80,305,17.96,295.462,0.5249773464675105,0.6660925435382967
29,West_nile_virus,HLA-A02:11,P06935|POLG_WNV,53,295,12.76,275.384,0.37297945105375463,0.6208284957448007
30,West_nile_virus,HLA-A03:01,P06935|POLG_WNV,82,301,19.89,315.747,0.581391949957616,0.7118232542411091
31,West_nile_virus,HLA-A03:02,P06935|POLG_WNV,79,309,17.745,307.339,0.5186928180994418,0.6928681733641435
32,West_nile_virus,HLA-A11:01,P06935|POLG_WNV,90,303,22.536,314.909,0.6587354944316156,0.7099340585019444
33,West_nile_virus,HLA-A23:01,P06935|POLG_WNV,63,263,12.636000000000006,237.122,0.3693548858554268,0.5345702530575438
34,West_nile_virus,HLA-A24:02,P06935|POLG_WNV,60,267,13.323,241.27099999999996,0.389436146268744,0.5439238009355801
35,West_nile_virus,HLA-A25:01,P06935|POLG_WNV,79,325,17.528999999999996,317.4,0.5123790593668702,0.71554979428507
36,West_nile_virus,HLA-A29:02,P06935|POLG_WNV,53,210,11.048,209.70499999999998,0.32293706702522584,0.47276108888012164
37,West_nile_virus,HLA-A30:01,P06935|POLG_WNV,86,350,23.084,341.76800000000003,0.6747537341790653,0.7704852617933833
38,West_nile_virus,HLA-A30:02,P06935|POLG_WNV,60,244,15.407,231.012,0.4503522258922569,0.5207958067970466
39,West_nile_virus,HLA-A31:01,P06935|POLG_WNV,71,314,17.560000000000002,311.82500000000005,0.5132852006664524,0.7029814574761878
40,West_nile_virus,HLA-A32:01,P06935|POLG_WNV,89,347,24.182,357.0959999999999,0.7068486744029698,0.8050408611846922
41,West_nile_virus,HLA-A33:03,P06935|POLG_WNV,71,326,17.04,310.859,0.4980854111250767,0.7008036972327114
42,West_nile_virus,HLA-A68:01,P06935|POLG_WNV,68,327,15.309000000000001,318.42499999999995,0.4474876501709977,0.7178605647297523
43,West_nile_virus,HLA-A68:02,P06935|POLG_WNV,96,361,23.470999999999997,372.605,0.6860658852415888,0.8400045088203798
44,West_nile_virus,HLA-A74:01,P06935|POLG_WNV,65,312,16.24,294.595,0.4747011195229604,0.664137969903624
45,West_nile_virus,HLA-B07:02,P06935|POLG_WNV,72,279,17.627000000000002,281.707,0.5152436350881296,0.6350831313757538
46,West_nile_virus,HLA-B08:01,P06935|POLG_WNV,62,264,13.432000000000002,259.26,0.3926222559995324,0.5844783858423039
47,West_nile_virus,HLA-B14:02,P06935|POLG_WNV,63,263,13.774000000000001,266.564,0.40261904065943704,0.6009445978695823
48,West_nile_virus,HLA-B15:01,P06935|POLG_WNV,73,247,16.253,269.81399999999996,0.47508111426149485,0.6082714309868679
49,West_nile_virus,HLA-B15:03,P06935|POLG_WNV,56,244,13.009,246.90800000000002,0.38025781181491336,0.5566319111762384
50,West_nile_virus,HLA-B18:01,P06935|POLG_WNV,57,256,12.899999999999999,251.563,0.37707170208412494,0.5671261906103815
